Date,Time,Glorefs,RemGrefs,GRratio,PhyRds,Rdratio,Gloupds,RemGupds,Rourefs,RemRrefs,RouLaS,RemRLaS,PhyWrs,WDQsz,WDtmpq,WDphase,WIJwri,RouCMs,Jrnwrts,GblSz,pGblNsz,pGblAsz,ObjSz,pObjNsz,pObjAsz,BDBSz,pBDBNsz,pBDBAsz,ActECP,Addblk,PrgBufL,PrgSrvR,BytSnt,BytRcd,WDpass,IJUcnt,IJULock,PPGrefs,PPGupds
12/15/2023,17:08:13,11027664,0,0,0,0,1374,0,12880,0,0,0,0,4400,1226031,0,0,0,1,45,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1427,0,0,1205,326
12/15/2023,17:08:23,11080541,0,0,0,0,1523,0,14494,0,0,0,443,1025,1226030,0,14,0,1,118,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1428,0,0,1212,327
12/15/2023,17:08:33,11012131,0,0,0,0,1440,0,14777,0,0,0,0,1774,1226031,0,0,0,1,86,0,0,24,0,0,5,0,0,0,0,0,0,0,0,1428,0,0,1223,335
12/15/2023,17:08:43,11164522,0,0,0,0,1419,0,13625,0,0,0,0,2269,1226029,0,0,0,1,60,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1428,0,0,1205,324
12/15/2023,17:08:53,11277097,0,0,0,0,1052,0,9316,0,0,0,0,2686,1226029,0,0,0,1,53,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1428,0,0,1175,314
12/15/2023,17:09:03,11191773,0,0,0,0,1214,0,11258,0,0,0,0,3160,1226030,0,0,0,1,58,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1428,0,0,1191,318
12/15/2023,17:09:13,11111284,0,0,0,0,1167,0,11302,0,0,0,0,3479,1226029,0,0,0,1,44,0,0,14,0,0,7,0,0,0,0,0,0,0,0,1428,0,0,1188,320
12/15/2023,17:09:23,11162342,0,0,0,0,1510,0,14532,0,0,0,0,3962,1226029,0,0,0,1,60,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1428,0,0,1212,327
12/15/2023,17:09:33,11179060,0,0,0,0,1082,0,9736,0,0,0,0,4136,1226030,0,0,0,1,28,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1428,0,0,1184,318
12/15/2023,17:09:43,10881796,0,0,0,0,1627,0,14894,0,0,0,419,854,1226033,0,13,0,1,105,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1429,0,0,1901,580
12/15/2023,17:09:53,11126313,0,0,0,0,1796,0,17062,0,0,0,0,1833,1226034,0,0,0,2,111,0,0,17,0,0,6,0,0,0,0,0,0,0,0,1429,0,0,1312,376
12/15/2023,17:10:03,10854738,0,0,0,0,1740,0,16823,0,0,0,0,2518,1226035,0,0,2,2,81,0,0,5,0,0,10,0,0,0,0,0,0,0,0,1429,0,0,1319,378
12/15/2023,17:10:13,11005794,0,0,0,0,1839,0,18370,0,0,0,0,3180,1226032,0,0,0,2,78,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1429,0,0,1251,346
12/15/2023,17:10:23,11112277,0,0,0,0,1317,0,12206,0,0,0,0,3521,1226031,0,0,0,1,45,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1429,0,0,1192,319
12/15/2023,17:10:33,11185794,0,0,0,0,1355,0,13007,0,0,0,0,3890,1226034,0,0,0,1,48,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1429,0,0,1207,327
12/15/2023,17:10:43,11157258,0,0,0,0,1415,0,13654,0,0,0,0,4304,1226033,0,0,0,1,52,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1429,0,0,1210,327
12/15/2023,17:10:53,11250735,0,0,0,0,1259,0,11734,0,0,0,0,4711,1226033,0,0,0,1,51,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1429,0,0,1195,322
12/15/2023,17:11:03,11121388,0,0,0,0,1173,0,10933,0,0,0,477,658,1226035,0,15,0,1,84,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1430,0,0,1182,314
12/15/2023,17:11:13,11292552,0,0,0,0,1294,0,12110,0,0,0,0,1436,1226033,0,0,0,1,89,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1430,0,0,1204,326
12/15/2023,17:11:23,11115812,0,0,0,0,1813,0,18092,0,0,0,0,2029,1226029,0,0,0,2,70,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1430,0,0,1242,340
12/15/2023,17:11:33,11127227,0,0,0,0,1456,0,13961,0,0,0,0,2552,1226030,0,0,0,1,63,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1430,0,0,1215,330
12/15/2023,17:11:43,10909891,0,0,0,0,1936,0,18684,0,0,0,0,3129,1226036,0,0,0,1,69,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1430,0,0,2200,692
12/15/2023,17:11:53,11071030,0,0,0,0,1529,0,12371,0,0,0,0,3708,1226043,0,0,0,1,72,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1430,0,0,1441,412
12/15/2023,17:12:03,11125085,0,0,0,0,1499,0,14746,0,0,0,0,4237,1226043,0,0,0,1,65,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1430,0,0,1215,328
12/15/2023,17:12:13,10723414,0,0,0,0,2156,0,21619,0,0,0,0,4543,1226044,0,0,0,1,43,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1430,0,0,2527,825
12/15/2023,17:12:23,11086117,0,0,0,0,1844,0,14384,0,0,0,467,1015,1226046,0,15,0,1,129,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1431,0,0,2052,629
12/15/2023,17:12:33,11117058,0,0,0,0,1489,0,12641,0,0,0,0,1869,1226047,0,0,0,1,97,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1431,0,0,1281,356
12/15/2023,17:12:43,11003281,0,0,0,0,1262,0,11745,0,0,0,0,2495,1226047,0,0,0,1,73,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1431,0,0,1194,320
12/15/2023,17:12:53,11295471,0,0,0,0,1296,0,13299,0,0,0,0,3127,1226040,0,0,0,1,70,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1431,0,0,680,196
12/15/2023,17:13:03,11262882,0,0,0,0,1105,0,10135,0,0,0,0,3442,1226042,0,0,0,1,42,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1431,0,0,1176,312
12/15/2023,17:13:13,10959110,0,0,0,0,1297,0,12053,0,0,0,0,3912,1226042,0,0,0,1,58,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1431,0,0,1198,323
12/15/2023,17:13:23,11222413,0,0,0,0,1081,0,9247,0,0,0,0,4213,1226042,0,0,0,1,43,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1431,0,0,1172,311
12/15/2023,17:13:33,11003676,0,0,0,0,1348,0,12811,0,0,0,0,4625,1226042,0,0,0,1,52,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1431,0,0,1205,326
12/15/2023,17:13:43,11104256,0,0,0,0,1059,0,9428,0,0,0,466,720,1226041,0,15,0,1,88,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1432,0,0,1170,310
12/15/2023,17:13:53,10754083,0,0,0,0,1060,0,9393,0,0,0,0,1271,1226040,0,0,0,1,66,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1432,0,0,1181,316
12/15/2023,17:14:03,11114769,0,0,0,0,1441,0,14019,0,0,0,0,1764,1226040,0,0,0,1,60,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1432,0,0,1209,326
12/15/2023,17:14:13,11029556,0,0,0,0,1647,0,14724,0,0,0,0,2458,1226048,0,0,0,1,81,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1432,0,0,1619,479
12/15/2023,17:14:23,11110909,0,0,0,0,1245,0,11344,0,0,0,0,3025,1226046,0,0,0,1,68,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1432,0,0,1191,318
12/15/2023,17:14:33,11239078,0,0,0,0,1192,0,10918,0,0,0,0,3495,1226044,0,0,0,1,59,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1432,0,0,1189,319
12/15/2023,17:14:43,11005117,0,0,0,0,1551,0,14387,0,0,0,0,3865,1226044,0,0,0,1,48,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1432,0,0,1639,483
12/15/2023,17:14:53,11090959,0,0,0,0,1368,0,12597,0,0,0,0,4194,1226045,0,0,0,1,44,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1432,0,0,1226,335
12/15/2023,17:15:03,11118705,0,0,0,0,1385,0,12943,0,0,0,427,972,1226045,0,14,2,1,118,0,0,5,0,0,6,0,0,0,0,0,0,0,0,1433,0,0,1281,361
12/15/2023,17:15:13,11166644,0,0,0,0,1328,0,12511,0,0,0,0,1685,1226040,0,0,0,1,83,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1433,0,0,1202,325
12/15/2023,17:15:23,11251099,0,0,0,0,1240,0,11691,0,0,0,0,2114,1226039,0,0,5,1,54,0,0,83,0,0,6,0,0,0,0,0,0,0,0,1433,0,0,1191,319
12/15/2023,17:15:33,11143026,0,0,0,0,1500,0,14424,0,0,0,0,2484,1226023,0,0,0,1,50,0,0,5,0,0,7,0,0,0,0,0,0,0,0,1433,0,0,1219,332
